Date Time,output,DNI,DHI,GHI,Temperature,Wind Speed
27.05.2010 17:00:00,0.00,0.00,7.00,7.00,27.00,4.20
27.05.2010 18:00:00,0.00,0.00,4.00,4.00,26.00,3.90
27.05.2010 19:00:00,0.00,0.00,0.00,0.00,24.00,3.90
27.05.2010 20:00:00,0.00,0.00,0.00,0.00,22.00,4.20
27.05.2010 21:00:00,0.00,0.00,0.00,0.00,21.00,4.00
27.05.2010 22:00:00,0.00,0.00,0.00,0.00,20.00,3.60
27.05.2010 23:00:00,0.00,0.00,0.00,0.00,20.00,3.30
28.05.2010 00:00:00,0.00,0.00,0.00,0.00,19.00,3.30
28.05.2010 01:00:00,0.00,0.00,0.00,0.00,19.00,3.20
28.05.2010 02:00:00,0.00,0.00,0.00,0.00,19.00,3.20
28.05.2010 03:00:00,0.00,0.00,0.00,0.00,18.00,3.30
28.05.2010 04:00:00,0.00,0.00,0.00,0.00,18.00,3.30
28.05.2010 05:00:00,0.00,0.00,0.00,0.00,18.00,3.50
28.05.2010 06:00:00,2.86,217.00,61.00,94.00,18.00,3.60
28.05.2010 07:00:00,13.91,465.00,120.00,285.00,20.00,3.50
28.05.2010 08:00:00,26.71,307.00,226.00,395.00,22.00,3.40
28.05.2010 09:00:00,13.76,9.00,196.00,203.00,23.00,3.70
28.05.2010 10:00:00,22.30,21.00,302.00,319.00,25.00,4.00
28.05.2010 11:00:00,19.84,16.00,273.00,288.00,26.00,4.20
28.05.2010 12:00:00,33.09,37.00,422.00,458.00,27.00,4.30
28.05.2010 13:00:00,47.17,141.00,502.00,638.00,27.00,4.40
28.05.2010 14:00:00,41.78,130.00,457.00,574.00,28.00,4.50
28.05.2010 15:00:00,56.33,778.00,159.00,771.00,28.00,4.80
28.05.2010 16:00:00,40.23,717.00,140.00,595.00,28.00,5.10
28.05.2010 17:00:00,21.39,611.00,116.00,393.00,27.00,5.20
28.05.2010 18:00:00,5.25,154.00,95.00,134.00,26.00,4.90
28.05.2010 19:00:00,0.00,0.00,17.00,17.00,24.00,4.20
28.05.2010 20:00:00,0.00,0.00,0.00,0.00,22.00,3.90
28.05.2010 21:00:00,0.00,0.00,0.00,0.00,21.00,3.70
28.05.2010 22:00:00,0.00,0.00,0.00,0.00,20.00,3.50
28.05.2010 23:00:00,0.00,0.00,0.00,0.00,19.00,3.40
29.05.2010 00:00:00,0.00,0.00,0.00,0.00,19.00,3.30
29.05.2010 01:00:00,0.00,0.00,0.00,0.00,18.00,3.10
29.05.2010 02:00:00,0.00,0.00,0.00,0.00,18.00,2.90
29.05.2010 03:00:00,0.00,0.00,0.00,0.00,17.00,2.70
29.05.2010 04:00:00,0.00,0.00,0.00,0.00,17.00,2.70
29.05.2010 05:00:00,0.00,0.00,0.00,0.00,17.00,3.30
29.05.2010 06:00:00,2.47,129.00,54.00,73.00,19.00,4.60
29.05.2010 07:00:00,12.91,548.00,90.00,285.00,22.00,6.30
29.05.2010 08:00:00,13.87,18.00,194.00,205.00,25.00,7.50
29.05.2010 09:00:00,37.56,251.00,335.00,515.00,27.00,7.80
29.05.2010 10:00:00,64.39,825.00,152.00,852.00,29.00,7.90
29.05.2010 11:00:00,73.11,850.00,161.00,958.00,30.00,7.90
29.05.2010 12:00:00,75.62,814.00,198.00,994.00,31.00,7.90
29.05.2010 13:00:00,73.81,803.00,202.00,976.00,32.00,7.90
29.05.2010 14:00:00,67.12,783.00,196.00,900.00,33.00,7.80
29.05.2010 15:00:00,55.44,715.00,200.00,763.00,33.00,7.60
29.05.2010 16:00:00,39.62,626.00,188.00,585.00,32.00,7.30
29.05.2010 17:00:00,21.39,492.00,159.00,383.00,31.00,6.70
29.05.2010 18:00:00,6.18,300.00,103.00,180.00,29.00,5.60
29.05.2010 19:00:00,0.00,39.00,18.00,20.00,26.00,4.60
29.05.2010 20:00:00,0.00,0.00,0.00,0.00,24.00,4.30
29.05.2010 21:00:00,0.00,0.00,0.00,0.00,23.00,4.50
29.05.2010 22:00:00,0.00,0.00,0.00,0.00,22.00,4.90
29.05.2010 23:00:00,0.00,0.00,0.00,0.00,21.00,5.10
30.05.2010 00:00:00,0.00,0.00,0.00,0.00,20.00,4.90
30.05.2010 01:00:00,0.00,0.00,0.00,0.00,19.00,4.50
30.05.2010 02:00:00,0.00,0.00,0.00,0.00,19.00,4.00
30.05.2010 03:00:00,0.00,0.00,0.00,0.00,18.00,3.40
30.05.2010 04:00:00,0.00,0.00,0.00,0.00,17.00,2.90
30.05.2010 05:00:00,0.00,0.00,0.00,0.00,17.00,3.00
30.05.2010 06:00:00,2.03,368.00,48.00,105.00,19.00,3.60
30.05.2010 07:00:00,13.40,635.00,83.00,309.00,22.00,4.10
30.05.2010 08:00:00,33.66,769.00,104.00,525.00,25.00,4.10
30.05.2010 09:00:00,51.29,853.00,114.00,725.00,28.00,3.20
30.05.2010 10:00:00,63.06,896.00,123.00,884.00,31.00,2.30
30.05.2010 11:00:00,69.80,921.00,128.00,993.00,33.00,1.70
30.05.2010 12:00:00,73.18,939.00,125.00,1044.00,34.00,1.80
30.05.2010 13:00:00,72.40,938.00,124.00,1028.00,35.00,2.20
30.05.2010 14:00:00,66.75,926.00,118.00,951.00,36.00,2.50
30.05.2010 15:00:00,56.35,901.00,108.00,818.00,36.00,2.70
30.05.2010 16:00:00,40.84,847.00,98.00,637.00,36.00,2.80
30.05.2010 17:00:00,21.64,749.00,85.00,426.00,35.00,2.20
30.05.2010 18:00:00,4.28,571.00,62.00,209.00,31.00,1.50
30.05.2010 19:00:00,0.00,157.00,21.00,30.00,27.00,1.70
30.05.2010 20:00:00,0.00,0.00,0.00,0.00,26.00,2.40
30.05.2010 21:00:00,0.00,0.00,0.00,0.00,25.00,3.50
30.05.2010 22:00:00,0.00,0.00,0.00,0.00,24.00,4.20
30.05.2010 23:00:00,0.00,0.00,0.00,0.00,23.00,4.30
31.05.2010 00:00:00,0.00,0.00,0.00,0.00,22.00,4.00
31.05.2010 01:00:00,0.00,0.00,0.00,0.00,21.00,3.80
31.05.2010 02:00:00,0.00,0.00,0.00,0.00,21.00,3.80
31.05.2010 03:00:00,0.00,0.00,0.00,0.00,20.00,3.60
31.05.2010 04:00:00,0.00,0.00,0.00,0.00,19.00,2.90
31.05.2010 05:00:00,0.00,0.00,0.00,0.00,19.00,2.90
31.05.2010 06:00:00,1.40,431.00,39.00,107.00,21.00,3.60
31.05.2010 07:00:00,12.53,619.00,76.00,297.00,24.00,4.00
31.05.2010 08:00:00,34.10,821.00,91.00,541.00,27.00,3.90
31.05.2010 09:00:00,51.85,899.00,100.00,744.00,31.00,3.50
31.05.2010 10:00:00,64.57,942.00,107.00,907.00,34.00,3.30
31.05.2010 11:00:00,72.05,967.00,110.00,1018.00,37.00,3.20
31.05.2010 12:00:00,75.16,974.00,113.00,1066.00,38.00,3.20
31.05.2010 13:00:00,73.58,965.00,115.00,1047.00,39.00,3.40
31.05.2010 14:00:00,67.38,939.00,117.00,963.00,39.00,3.50
31.05.2010 15:00:00,51.85,640.00,247.00,752.00,39.00,3.50
31.05.2010 16:00:00,40.83,841.00,106.00,642.00,38.00,3.30
31.05.2010 17:00:00,21.55,745.00,90.00,431.00,36.00,2.30
31.05.2010 18:00:00,5.32,76.00,98.00,118.00,23.00,3.00
31.05.2010 19:00:00,0.00,0.00,16.00,16.00,21.00,3.70
31.05.2010 20:00:00,0.00,0.00,0.00,0.00,19.00,4.00
31.05.2010 21:00:00,0.00,0.00,0.00,0.00,18.00,3.60
31.05.2010 22:00:00,0.00,0.00,0.00,0.00,18.00,3.00
31.05.2010 23:00:00,0.00,0.00,0.00,0.00,18.00,2.50
01.06.2010 00:00:00,0.00,0.00,0.00,0.00,17.00,2.40
01.06.2010 01:00:00,0.00,0.00,0.00,0.00,17.00,2.60
01.06.2010 02:00:00,0.00,0.00,0.00,0.00,17.00,2.70
01.06.2010 03:00:00,0.00,0.00,0.00,0.00,16.00,2.50
01.06.2010 04:00:00,0.00,0.00,0.00,0.00,16.00,2.00
01.06.2010 05:00:00,0.00,0.00,0.00,0.00,16.00,2.10
01.06.2010 06:00:00,2.17,325.00,52.00,102.00,17.00,2.40
01.06.2010 07:00:00,9.25,33.00,135.00,147.00,19.00,2.30
01.06.2010 08:00:00,32.55,725.00,111.00,509.00,21.00,2.10
01.06.2010 09:00:00,49.93,808.00,123.00,702.00,23.00,2.00
01.06.2010 10:00:00,62.46,851.00,133.00,857.00,24.00,2.00
01.06.2010 11:00:00,70.66,873.00,141.00,961.00,25.00,2.30
01.06.2010 12:00:00,74.50,894.00,136.00,1011.00,26.00,2.70
01.06.2010 13:00:00,73.13,887.00,137.00,995.00,27.00,3.00
01.06.2010 14:00:00,66.94,863.00,138.00,916.00,28.00,3.30
01.06.2010 15:00:00,56.16,822.00,133.00,782.00,28.00,3.40
01.06.2010 16:00:00,40.13,749.00,126.00,605.00,28.00,3.30
01.06.2010 17:00:00,21.39,635.00,110.00,401.00,27.00,3.00
01.06.2010 18:00:00,5.02,440.00,80.00,194.00,25.00,2.30
01.06.2010 19:00:00,0.00,89.00,22.00,28.00,23.00,2.50
01.06.2010 20:00:00,0.00,0.00,0.00,0.00,22.00,3.60
01.06.2010 21:00:00,0.00,0.00,0.00,0.00,21.00,4.40
01.06.2010 22:00:00,0.00,0.00,0.00,0.00,20.00,4.60
01.06.2010 23:00:00,0.00,0.00,0.00,0.00,19.00,4.80
02.06.2010 00:00:00,0.00,0.00,0.00,0.00,18.00,4.60
02.06.2010 01:00:00,0.00,0.00,0.00,0.00,18.00,4.40
02.06.2010 02:00:00,0.00,0.00,0.00,0.00,17.00,3.90
02.06.2010 03:00:00,0.00,0.00,0.00,0.00,17.00,3.40
02.06.2010 04:00:00,0.00,0.00,0.00,0.00,17.00,3.20
02.06.2010 05:00:00,0.00,0.00,0.00,0.00,17.00,3.50
02.06.2010 06:00:00,2.05,348.00,51.00,105.00,19.00,4.20
02.06.2010 07:00:00,12.20,270.00,135.00,232.00,21.00,4.70
02.06.2010 08:00:00,33.26,757.00,103.00,519.00,23.00,4.90
02.06.2010 09:00:00,43.48,465.00,269.00,603.00,26.00,4.50
02.06.2010 10:00:00,58.78,570.00,318.00,803.00,29.00,3.90
02.06.2010 11:00:00,70.56,888.00,133.00,968.00,30.00,3.30
02.06.2010 12:00:00,56.47,291.00,495.00,780.00,31.00,2.90
02.06.2010 13:00:00,60.76,401.00,458.00,846.00,31.00,2.70
02.06.2010 14:00:00,30.22,45.00,401.00,442.00,32.00,2.60
02.06.2010 15:00:00,26.02,51.00,349.00,390.00,33.00,2.70
02.06.2010 16:00:00,30.25,270.00,287.00,460.00,32.00,2.90
02.06.2010 17:00:00,21.30,726.00,84.00,418.00,31.00,2.70
02.06.2010 18:00:00,4.23,547.00,63.00,207.00,28.00,2.80
02.06.2010 19:00:00,0.00,154.00,22.00,31.00,25.00,3.80
02.06.2010 20:00:00,0.00,0.00,0.00,0.00,23.00,4.50
02.06.2010 21:00:00,0.00,0.00,0.00,0.00,22.00,4.30
02.06.2010 22:00:00,0.00,0.00,0.00,0.00,21.00,3.90
02.06.2010 23:00:00,0.00,0.00,0.00,0.00,21.00,3.70
03.06.2010 00:00:00,0.00,0.00,0.00,0.00,21.00,4.00
03.06.2010 01:00:00,0.00,0.00,0.00,0.00,20.00,4.60
03.06.2010 02:00:00,0.00,0.00,0.00,0.00,19.00,5.90
03.06.2010 03:00:00,0.00,0.00,0.00,0.00,17.00,5.60
03.06.2010 04:00:00,0.00,0.00,0.00,0.00,15.00,2.50
03.06.2010 05:00:00,0.00,0.00,0.00,0.00,15.00,0.90
03.06.2010 06:00:00,0.00,0.00,6.00,6.00,15.00,1.80
03.06.2010 07:00:00,12.30,258.00,137.00,229.00,17.00,2.60
03.06.2010 08:00:00,33.78,760.00,106.00,524.00,20.00,3.80
03.06.2010 09:00:00,47.33,572.00,238.00,648.00,23.00,5.40
03.06.2010 10:00:00,57.14,477.00,357.00,763.00,26.00,6.10
03.06.2010 11:00:00,69.00,588.00,365.00,918.00,28.00,6.00
03.06.2010 12:00:00,66.76,423.00,484.00,898.00,29.00,5.70
03.06.2010 13:00:00,76.32,947.00,115.00,1031.00,30.00,5.30
03.06.2010 14:00:00,69.65,936.00,109.00,954.00,31.00,5.10
03.06.2010 15:00:00,58.09,902.00,105.00,819.00,31.00,4.90
03.06.2010 16:00:00,41.83,850.00,95.00,640.00,30.00,4.60
03.06.2010 17:00:00,22.21,762.00,81.00,432.00,28.00,3.80
03.06.2010 18:00:00,4.12,592.00,60.00,217.00,25.00,3.00
03.06.2010 19:00:00,0.00,196.00,22.00,35.00,22.00,3.00
03.06.2010 20:00:00,0.00,0.00,0.00,0.00,20.00,3.60
03.06.2010 21:00:00,0.00,0.00,0.00,0.00,19.00,4.00
03.06.2010 22:00:00,0.00,0.00,0.00,0.00,18.00,4.00
03.06.2010 23:00:00,0.00,0.00,0.00,0.00,17.00,3.90
04.06.2010 00:00:00,0.00,0.00,0.00,0.00,16.00,3.70
04.06.2010 01:00:00,0.00,0.00,0.00,0.00,15.00,3.40
04.06.2010 02:00:00,0.00,0.00,0.00,0.00,14.00,3.10
04.06.2010 03:00:00,0.00,0.00,0.00,0.00,13.00,2.90
04.06.2010 04:00:00,0.00,0.00,0.00,0.00,13.00,2.50
04.06.2010 05:00:00,0.00,0.00,0.00,0.00,13.00,2.50
04.06.2010 06:00:00,1.67,420.00,45.00,112.00,15.00,3.00
04.06.2010 07:00:00,13.00,673.00,75.00,317.00,19.00,3.20
04.06.2010 08:00:00,33.39,796.00,94.00,531.00,23.00,3.30
04.06.2010 09:00:00,51.14,866.00,106.00,727.00,26.00,3.40
04.06.2010 10:00:00,64.09,907.00,114.00,886.00,28.00,3.30
04.06.2010 11:00:00,72.43,930.00,119.00,993.00,29.00,3.40
04.06.2010 12:00:00,76.18,946.00,117.00,1044.00,30.00,3.70
04.06.2010 13:00:00,74.87,944.00,116.00,1029.00,31.00,4.00
04.06.2010 14:00:00,68.82,931.00,111.00,953.00,31.00,4.20
04.06.2010 15:00:00,57.68,901.00,106.00,820.00,31.00,4.20
04.06.2010 16:00:00,41.68,848.00,97.00,642.00,30.00,4.00
04.06.2010 17:00:00,21.96,753.00,84.00,433.00,29.00,2.80
04.06.2010 18:00:00,4.25,573.00,64.00,216.00,26.00,1.60
04.06.2010 19:00:00,0.00,169.00,24.00,35.00,23.00,1.40
04.06.2010 20:00:00,0.00,0.00,0.00,0.00,21.00,1.50
04.06.2010 21:00:00,0.00,0.00,0.00,0.00,20.00,1.60
04.06.2010 22:00:00,0.00,0.00,0.00,0.00,19.00,1.60
04.06.2010 23:00:00,0.00,0.00,0.00,0.00,17.00,1.60
05.06.2010 00:00:00,0.00,0.00,0.00,0.00,16.00,1.50
05.06.2010 01:00:00,0.00,0.00,0.00,0.00,15.00,1.20
05.06.2010 02:00:00,0.00,0.00,0.00,0.00,15.00,1.40
05.06.2010 03:00:00,0.00,0.00,0.00,0.00,14.00,2.20
05.06.2010 04:00:00,0.00,0.00,0.00,0.00,13.00,2.90
05.06.2010 05:00:00,0.00,0.00,0.00,0.00,13.00,3.40
05.06.2010 06:00:00,2.16,331.00,53.00,106.00,15.00,3.90
05.06.2010 07:00:00,11.11,125.00,145.00,190.00,17.00,3.80
05.06.2010 08:00:00,33.27,735.00,116.00,520.00,20.00,3.20
05.06.2010 09:00:00,50.58,815.00,131.00,716.00,23.00,2.20
05.06.2010 10:00:00,62.13,861.00,140.00,872.00,26.00,1.60
05.06.2010 11:00:00,69.51,881.00,148.00,976.00,28.00,1.70
05.06.2010 12:00:00,72.60,894.00,146.00,1022.00,30.00,2.00
05.06.2010 13:00:00,71.01,880.00,150.00,1002.00,31.00,2.20
05.06.2010 14:00:00,65.55,851.00,151.00,920.00,31.00,2.40
05.06.2010 15:00:00,2.15,0.00,58.00,58.00,31.00,2.80
05.06.2010 16:00:00,12.63,11.00,202.00,209.00,30.00,3.20
05.06.2010 17:00:00,7.95,2.00,140.00,141.00,29.00,3.30
05.06.2010 18:00:00,5.34,216.00,97.00,155.00,26.00,3.20
05.06.2010 19:00:00,0.00,100.00,25.00,31.00,24.00,3.60
05.06.2010 20:00:00,0.00,0.00,0.00,0.00,23.00,4.30
05.06.2010 21:00:00,0.00,0.00,0.00,0.00,22.00,4.50
05.06.2010 22:00:00,0.00,0.00,0.00,0.00,21.00,4.40
05.06.2010 23:00:00,0.00,0.00,0.00,0.00,21.00,4.30
06.06.2010 00:00:00,0.00,0.00,0.00,0.00,20.00,4.30
06.06.2010 01:00:00,0.00,0.00,0.00,0.00,19.00,4.10
06.06.2010 02:00:00,0.00,0.00,0.00,0.00,19.00,3.90
06.06.2010 03:00:00,0.00,0.00,0.00,0.00,18.00,3.80
06.06.2010 04:00:00,0.00,0.00,0.00,0.00,18.00,3.80
06.06.2010 05:00:00,0.00,0.00,0.00,0.00,18.00,4.10
06.06.2010 06:00:00,2.40,288.00,57.00,103.00,19.00,5.00
06.06.2010 07:00:00,13.38,546.00,102.00,298.00,21.00,5.90
06.06.2010 08:00:00,32.61,690.00,128.00,508.00,23.00,6.20
06.06.2010 09:00:00,50.55,784.00,139.00,702.00,25.00,6.00
06.06.2010 10:00:00,34.98,86.00,412.00,486.00,26.00,5.70
06.06.2010 11:00:00,39.15,95.00,453.00,542.00,28.00,5.40
06.06.2010 12:00:00,75.74,902.00,136.00,1020.00,29.00,5.10
06.06.2010 13:00:00,74.18,901.00,133.00,1006.00,30.00,5.10
06.06.2010 14:00:00,68.01,886.00,128.00,930.00,30.00,5.10
06.06.2010 15:00:00,47.19,417.00,328.00,660.00,30.00,5.20
06.06.2010 16:00:00,39.22,649.00,171.00,589.00,29.00,5.30
06.06.2010 17:00:00,20.46,516.00,138.00,378.00,28.00,5.20
06.06.2010 18:00:00,4.80,396.00,80.00,186.00,26.00,4.50
06.06.2010 19:00:00,0.00,99.00,24.00,31.00,24.00,4.00
06.06.2010 20:00:00,0.00,0.00,0.00,0.00,23.00,4.10
06.06.2010 21:00:00,0.00,0.00,0.00,0.00,22.00,4.40
06.06.2010 22:00:00,0.00,0.00,0.00,0.00,22.00,4.80
06.06.2010 23:00:00,0.00,0.00,0.00,0.00,21.00,5.10
07.06.2010 00:00:00,0.00,0.00,0.00,0.00,20.00,4.90
07.06.2010 01:00:00,0.00,0.00,0.00,0.00,20.00,4.60
07.06.2010 02:00:00,0.00,0.00,0.00,0.00,20.00,4.50
07.06.2010 03:00:00,0.00,0.00,0.00,0.00,19.00,4.50
07.06.2010 04:00:00,0.00,0.00,0.00,0.00,19.00,4.30
07.06.2010 05:00:00,0.00,0.00,0.00,0.00,19.00,4.30
07.06.2010 06:00:00,2.63,228.00,61.00,97.00,20.00,5.20
07.06.2010 07:00:00,10.18,76.00,143.00,170.00,22.00,6.10
07.06.2010 08:00:00,19.04,79.00,238.00,281.00,24.00,6.20
07.06.2010 09:00:00,31.88,145.00,345.00,449.00,27.00,5.80
07.06.2010 10:00:00,49.23,321.00,402.00,676.00,29.00,5.20
07.06.2010 11:00:00,69.83,818.00,179.00,949.00,31.00,4.70
07.06.2010 12:00:00,73.68,883.00,145.00,1011.00,32.00,4.60
07.06.2010 13:00:00,72.31,882.00,144.00,998.00,33.00,4.60
07.06.2010 14:00:00,66.52,868.00,138.00,925.00,33.00,4.90
07.06.2010 15:00:00,56.08,856.00,119.00,800.00,33.00,5.10
07.06.2010 16:00:00,40.66,803.00,108.00,626.00,32.00,5.30
07.06.2010 17:00:00,21.55,713.00,92.00,424.00,31.00,4.80
07.06.2010 18:00:00,4.43,545.00,67.00,214.00,28.00,4.00
07.06.2010 19:00:00,0.00,179.00,25.00,37.00,26.00,3.80
07.06.2010 20:00:00,0.00,0.00,0.00,0.00,24.00,4.30
07.06.2010 21:00:00,0.00,0.00,0.00,0.00,23.00,4.90
07.06.2010 22:00:00,0.00,0.00,0.00,0.00,22.00,5.20
07.06.2010 23:00:00,0.00,0.00,0.00,0.00,22.00,5.10
08.06.2010 00:00:00,0.00,0.00,0.00,0.00,21.00,4.90
08.06.2010 01:00:00,0.00,0.00,0.00,0.00,20.00,4.60
08.06.2010 02:00:00,0.00,0.00,0.00,0.00,20.00,4.10
08.06.2010 03:00:00,0.00,0.00,0.00,0.00,19.00,3.60
08.06.2010 04:00:00,0.00,0.00,0.00,0.00,19.00,3.20
08.06.2010 05:00:00,0.00,0.00,0.00,0.00,19.00,3.40
08.06.2010 06:00:00,2.39,288.00,57.00,104.00,21.00,4.10
08.06.2010 07:00:00,7.82,7.00,121.00,123.00,23.00,5.00
08.06.2010 08:00:00,19.41,85.00,243.00,289.00,26.00,5.10
08.06.2010 09:00:00,50.78,854.00,114.00,726.00,29.00,4.40
08.06.2010 10:00:00,63.72,909.00,116.00,890.00,31.00,3.80
08.06.2010 11:00:00,71.58,938.00,117.00,1000.00,33.00,3.50
08.06.2010 12:00:00,74.89,952.00,115.00,1049.00,34.00,3.50
08.06.2010 13:00:00,73.42,945.00,116.00,1032.00,35.00,3.70
08.06.2010 14:00:00,67.15,921.00,115.00,950.00,35.00,3.80
08.06.2010 15:00:00,56.06,879.00,112.00,813.00,35.00,4.00
08.06.2010 16:00:00,40.51,809.00,108.00,631.00,34.00,4.00
08.06.2010 17:00:00,16.46,186.00,199.00,286.00,32.00,3.40
08.06.2010 18:00:00,4.72,472.00,72.00,200.00,29.00,2.70
08.06.2010 19:00:00,0.00,109.00,26.00,34.00,27.00,3.00
08.06.2010 20:00:00,0.00,0.00,0.00,0.00,25.00,4.10
08.06.2010 21:00:00,0.00,0.00,0.00,0.00,24.00,4.90
08.06.2010 22:00:00,0.00,0.00,0.00,0.00,24.00,5.00
08.06.2010 23:00:00,0.00,0.00,0.00,0.00,23.00,4.80
09.06.2010 00:00:00,0.00,0.00,0.00,0.00,22.00,4.60
09.06.2010 01:00:00,0.00,0.00,0.00,0.00,22.00,4.60
09.06.2010 02:00:00,0.00,0.00,0.00,0.00,21.00,4.60
09.06.2010 03:00:00,0.00,0.00,0.00,0.00,21.00,4.50
09.06.2010 04:00:00,0.00,0.00,0.00,0.00,21.00,4.40
09.06.2010 05:00:00,0.00,0.00,0.00,0.00,21.00,4.40
09.06.2010 06:00:00,2.48,260.00,58.00,100.00,22.00,4.90
09.06.2010 07:00:00,6.15,0.00,99.00,99.00,24.00,5.40
09.06.2010 08:00:00,13.22,16.00,191.00,200.00,27.00,5.30
09.06.2010 09:00:00,13.36,9.00,197.00,204.00,29.00,5.00
09.06.2010 10:00:00,50.83,393.00,369.00,703.00,31.00,5.00
09.06.2010 11:00:00,70.11,839.00,162.00,952.00,32.00,5.40
09.06.2010 12:00:00,73.14,860.00,156.00,1000.00,33.00,5.80
09.06.2010 13:00:00,71.92,854.00,155.00,984.00,33.00,6.10
09.06.2010 14:00:00,45.75,195.00,465.00,643.00,33.00,6.40
09.06.2010 15:00:00,50.40,502.00,310.00,710.00,33.00,6.60
09.06.2010 16:00:00,31.13,280.00,289.00,471.00,32.00,6.50
09.06.2010 17:00:00,21.03,637.00,106.00,404.00,31.00,6.20
09.06.2010 18:00:00,5.62,160.00,103.00,147.00,29.00,5.90
09.06.2010 19:00:00,0.00,14.00,24.00,25.00,27.00,6.10
09.06.2010 20:00:00,0.00,0.00,0.00,0.00,26.00,6.20
09.06.2010 21:00:00,0.00,0.00,0.00,0.00,24.00,5.80
09.06.2010 22:00:00,0.00,0.00,0.00,0.00,23.00,5.10
09.06.2010 23:00:00,0.00,0.00,0.00,0.00,23.00,4.60
10.06.2010 00:00:00,0.00,0.00,0.00,0.00,22.00,4.50
10.06.2010 01:00:00,0.00,0.00,0.00,0.00,22.00,4.40
10.06.2010 02:00:00,0.00,0.00,0.00,0.00,21.00,4.40
10.06.2010 03:00:00,0.00,0.00,0.00,0.00,20.00,4.40
10.06.2010 04:00:00,0.00,0.00,0.00,0.00,20.00,4.50
10.06.2010 05:00:00,0.00,0.00,0.00,0.00,20.00,5.10
10.06.2010 06:00:00,2.95,200.00,64.00,96.00,20.00,6.00
10.06.2010 07:00:00,4.29,0.00,73.00,73.00,22.00,6.60
10.06.2010 08:00:00,5.93,0.00,97.00,97.00,24.00,6.80
10.06.2010 09:00:00,9.81,4.00,150.00,153.00,26.00,6.90
10.06.2010 10:00:00,23.01,23.00,315.00,335.00,28.00,7.20
10.06.2010 11:00:00,50.15,209.00,486.00,683.00,29.00,7.50
10.06.2010 12:00:00,61.70,377.00,459.00,829.00,30.00,7.50
10.06.2010 13:00:00,60.48,380.00,450.00,819.00,31.00,7.50
10.06.2010 14:00:00,52.44,298.00,452.00,723.00,32.00,7.50
10.06.2010 15:00:00,51.99,534.00,300.00,726.00,31.00,7.50
10.06.2010 16:00:00,40.79,750.00,131.00,617.00,30.00,7.50
10.06.2010 17:00:00,21.82,637.00,114.00,413.00,29.00,7.50
10.06.2010 18:00:00,5.28,446.00,84.00,206.00,27.00,7.50
10.06.2010 19:00:00,0.00,105.00,28.00,36.00,25.00,7.30
10.06.2010 20:00:00,0.00,0.00,0.00,0.00,23.00,6.60
10.06.2010 21:00:00,0.00,0.00,0.00,0.00,22.00,5.80
10.06.2010 22:00:00,0.00,0.00,0.00,0.00,21.00,5.20
10.06.2010 23:00:00,0.00,0.00,0.00,0.00,21.00,4.80
11.06.2010 00:00:00,0.00,0.00,0.00,0.00,20.00,4.70
11.06.2010 01:00:00,0.00,0.00,0.00,0.00,20.00,4.80
11.06.2010 02:00:00,0.00,0.00,0.00,0.00,19.00,5.00
11.06.2010 03:00:00,0.00,0.00,0.00,0.00,19.00,4.90
11.06.2010 04:00:00,0.00,0.00,0.00,0.00,18.00,4.40
11.06.2010 05:00:00,0.00,0.00,0.00,0.00,18.00,4.10
11.06.2010 06:00:00,2.69,245.00,62.00,101.00,19.00,4.90
11.06.2010 07:00:00,13.18,528.00,108.00,298.00,21.00,5.30
11.06.2010 08:00:00,19.95,102.00,242.00,299.00,24.00,4.80
11.06.2010 09:00:00,28.74,107.00,337.00,414.00,27.00,4.10
11.06.2010 10:00:00,62.46,864.00,133.00,868.00,29.00,3.80
11.06.2010 11:00:00,70.58,887.00,138.00,973.00,30.00,3.90
11.06.2010 12:00:00,73.93,896.00,139.00,1019.00,31.00,4.20
11.06.2010 13:00:00,72.43,887.00,140.00,1001.00,32.00,4.60
11.06.2010 14:00:00,66.15,863.00,139.00,922.00,33.00,5.00
11.06.2010 15:00:00,55.45,814.00,138.00,788.00,32.00,5.30
11.06.2010 16:00:00,39.64,740.00,131.00,612.00,31.00,5.50
11.06.2010 17:00:00,5.20,0.00,107.00,107.00,30.00,5.40
11.06.2010 18:00:00,5.33,403.00,91.00,202.00,28.00,5.00
11.06.2010 19:00:00,0.00,88.00,28.00,35.00,26.00,5.00
11.06.2010 20:00:00,0.00,0.00,0.00,0.00,25.00,5.40
11.06.2010 21:00:00,0.00,0.00,0.00,0.00,24.00,5.60
11.06.2010 22:00:00,0.00,0.00,0.00,0.00,23.00,5.50
11.06.2010 23:00:00,0.00,0.00,0.00,0.00,22.00,4.90
12.06.2010 00:00:00,0.00,0.00,0.00,0.00,21.00,4.30
12.06.2010 01:00:00,0.00,0.00,0.00,0.00,20.00,4.00
12.06.2010 02:00:00,0.00,0.00,0.00,0.00,20.00,3.90
12.06.2010 03:00:00,0.00,0.00,0.00,0.00,20.00,4.00
12.06.2010 04:00:00,0.00,0.00,0.00,0.00,20.00,4.50
12.06.2010 05:00:00,0.00,0.00,0.00,0.00,20.00,5.10
12.06.2010 06:00:00,3.21,91.00,68.00,83.00,20.00,5.60
12.06.2010 07:00:00,6.06,0.00,98.00,98.00,22.00,5.90
12.06.2010 08:00:00,7.68,0.00,122.00,122.00,24.00,5.50
12.06.2010 09:00:00,9.68,4.00,150.00,153.00,26.00,4.60
